1 1 1
1 4 -0.11547005383793
1 17 0.050311529493745
1 18 0.0072618437741389
1 20 -0.0063386569104639
1 21 -0.00091490631838925
2 2 1
2 3 -0.10141851056742
2 7 0.050709255283711
2 8 0.0063781504820307
2 25 -0.00080357142857143
3 2 -0.10141851056742
3 3 1
3 4 -0.10327955589886
3 7 0.0064285714285714
3 8 0.050311529493745
3 18 0.0064951905283833
3 21 -0.00081831708838497
3 25 -0.0063386569104639
4 1 -0.11547005383793
4 3 -0.10327955589886
4 4 1
4 8 0.0064951905283833
4 17 0.0072618437741389
4 18 0.050311529493745
4 20 -0.00091490631838925
4 21 -0.0063386569104639
4 25 -0.00081831708838497
5 5 1
5 6 0.057735026918963
5 19 0.012677313820928
5 22 -0.00091490631838925
5 26 -0.10062305898749
5 27 0.0072618437741389
6 5 0.057735026918963
6 6 1
6 7 0.051639777949432
6 8 0.0064951905283833
6 19 -0.00091490631838925
6 22 0.012677313820928
6 25 -0.00081831708838497
6 26 0.0072618437741389
6 27 -0.10062305898749
7 2 0.050709255283711
7 3 0.0064285714285714
7 6 0.051639777949432
7 7 1
7 8 -0.10062305898749
7 22 -0.00081831708838497
7 25 0.012677313820928
7 27 0.0064951905283833
8 2 0.0063781504820307
8 3 0.050311529493745
8 4 0.0064951905283833
8 6 0.0064951905283833
8 7 -0.10062305898749
8 8 1
8 18 -0.10327955589886
8 23 0.0065734219812218
8 24 -0.0011111111111111
8 27 0.051639777949432
9 9 1
9 11 -0.028867513459481
9 12 0.057735026918963
9 13 -0.0041666666666667
10 10 1
10 11 0.045825756949558
10 12 -0.091651513899117
10 13 0.0066143782776615
10 14 -0.023094010767585
10 24 -0.0033333333333333
10 30 0.04618802153517
11 9 -0.028867513459481
11 10 0.045825756949558
11 11 1
11 12 0.0083333333333333
11 13 -0.11547005383793
11 20 -0.014754222271266
11 21 -0.0021295885499998
11 28 0.005
11 29 0.019364916731037
12 9 0.057735026918963
12 10 -0.091651513899117
12 11 0.0083333333333333
12 12 1
12 13 0.057735026918963
12 19 0.029508444542533
12 22 -0.0021295885499998
12 28 -0.01
12 29 -0.038729833462074
13 9 -0.0041666666666667
13 10 0.0066143782776615
13 11 -0.11547005383793
13 12 0.057735026918963
